codigo,nome,categoria,marca_peca,posicao,preco,disponivel,equivalencias
PJ-0169,Válvula termostática,Arrefecimento,Pirajuçara,,"265,26",sim,PJ-0170;IB-0194
PJ-0170,Válvula termostática,Arrefecimento,Pirajuçara,,"259,05",sim,JG-0189;VG-0190
PJ-0171,Válvula termostática,Arrefecimento,Pirajuçara,,"279,92",sim,IB-0193
AN-0204,Válvula termostática,Arrefecimento,Anhembi,,"76,69",sim,IB-0193
JG-0188,Válvula termostática,Arrefecimento,Jaraguá,,"79,95",sim,PJ-0172;AN-0206
PJ-0172,Válvula termostática,Arrefecimento,Pirajuçara,,"134,79",sim,JG-0185;PJ-0168
TT-0189,Válvula termostática,Arrefecimento,Tietê,,"299,71",sim,AN-0205
AN-0205,Válvula termostática,Arrefecimento,Anhembi,,"323,36",não,AN-0207;AN-0204
IB-0194,Válvula termostática,Arrefecimento,Ibirapuera,,"222,58",sim,IB-0193;PJ-0170
AN-0206,Válvula termostática,Arrefecimento,Anhembi,,"324,15",sim,TT-0188
AN-0207,Válvula termostática,Arrefecimento,Anhembi,,"166,74",sim,PJ-0170
JG-0189,Válvula termostática,Arrefecimento,Jaraguá,,"222,72",sim,JG-0187
IB-0195,Mangueira superior do radiador,Arrefecimento,Ibirapuera,,"236,67",sim,JG-0193;PJ-0174
IB-0196,Mangueira superior do radiador,Arrefecimento,Ibirapuera,,"98,82",sim,JG-0191
PJ-0173,Mangueira superior do radiador,Arrefecimento,Pirajuçara,,"84,96",sim,TT-0193;TT-0192
VG-0191,Mangueira superior do radiador,Arrefecimento,Vergueiro,,"82,18",sim,IB-0196;VG-0195
TT-0190,Mangueira superior do radiador,Arrefecimento,Tietê,,"112,30",sim,PJ-0173
VG-0192,Mangueira superior do radiador,Arrefecimento,Vergueiro,,"63,54",sim,IB-0197;TT-0191
JG-0190,Mangueira superior do radiador,Arrefecimento,Jaraguá,,"138,26",sim,JG-0191;TT-0193
PJ-0174,Mangueira superior do radiador,Arrefecimento,Pirajuçara,,"278,92",não,JG-0193;JG-0190
IB-0197,Mangueira superior do radiador,Arrefecimento,Ibirapuera,,"118,31",sim,IB-0195;VG-0193
IB-0198,Mangueira superior do radiador,Arrefecimento,Ibirapuera,,"282,42",sim,VG-0195;IB-0195
TT-0191,Mangueira superior do radiador,Arrefecimento,Tietê,,"98,18",sim,IB-0196;VG-0191
JG-0191,Mangueira superior do radiador,Arrefecimento,Jaraguá,,"232,60",não,JG-0192
TT-0192,Mangueira superior do radiador,Arrefecimento,Tietê,,"130,31",sim,VG-0194
JG-0192,Mangueira superior do radiador,Arrefecimento,Jaraguá,,"265,33",sim,TT-0190
AN-0208,Mangueira superior do radiador,Arrefecimento,Anhembi,,"65,82",sim,PJ-0174;JG-0191
VG-0193,Mangueira superior do radiador,Arrefecimento,Vergueiro,,"90,56",sim,IB-0195
TT-0193,Mangueira superior do radiador,Arrefecimento,Tietê,,"144,30",sim,AN-0208
JG-0193,Mangueira superior do radiador,Arrefecimento,Jaraguá,,"71,76",sim,PJ-0173
VG-0194,Mangueira superior do radiador,Arrefecimento,Vergueiro,,"210,15",sim,TT-0190;JG-0193
VG-0195,Mangueira superior do radiador,Arrefecimento,Vergueiro,,"265,49",sim,IB-0195
PJ-0175,Mangueira inferior do radiador,Arrefecimento,Pirajuçara,,"328,23",não,IB-0199;JG-0194
JG-0194,Mangueira inferior do radiador,Arrefecimento,Jaraguá,,"209,41",sim,AN-0212;TT-0195
AN-0209,Mangueira inferior do radiador,Arrefecimento,Anhembi,,"62,19",sim,TT-0196
TT-0194,Mangueira inferior do radiador,Arrefecimento,Tietê,,"173,51",não,TT-0197
PJ-0176,Mangueira inferior do radiador,Arrefecimento,Pirajuçara,,"164,62",sim,PJ-0177;TT-0194
PJ-0177,Mangueira inferior do radiador,Arrefecimento,Pirajuçara,,"100,13",não,JG-0195;PJ-0176
TT-0195,Mangueira inferior do radiador,Arrefecimento,Tietê,,"280,57",sim,IB-0199
IB-0199,Mangueira inferior do radiador,Arrefecimento,Ibirapuera,,"333,53",sim,AN-0212
IB-0200,Mangueira inferior do radiador,Arrefecimento,Ibirapuera,,"71,11",sim,TT-0196
PJ-0178,Mangueira inferior do radiador,Arrefecimento,Pirajuçara,,"207,40",sim,JG-0194
AN-0210,Mangueira inferior do radiador,Arrefecimento,Anhembi,,"73,54",sim,IB-0201;PJ-0179
AN-0211,Mangueira inferior do radiador,Arrefecimento,Anhembi,,"227,72",sim,PJ-0178
JG-0195,Mangueira inferior do radiador,Arrefecimento,Jaraguá,,"149,30",sim,IB-0199;JG-0194
IB-0201,Mangueira inferior do radiador,Arrefecimento,Ibirapuera,,"206,97",sim,PJ-0176;TT-0194
TT-0196,Mangueira inferior do radiador,Arrefecimento,Tietê,,"265,03",sim,TT-0198;PJ-0177
PJ-0179,Mangueira inferior do radiador,Arrefecimento,Pirajuçara,,"234,37",sim,AN-0210;JG-0194
IB-0202,Mangueira inferior do radiador,Arrefecimento,Ibirapuera,,"154,77",sim,IB-0199
TT-0197,Mangueira inferior do radiador,Arrefecimento,Tietê,,"247,52",sim,JG-0194
AN-0212,Mangueira inferior do radiador,Arrefecimento,Anhembi,,"61,56",sim,PJ-0175
TT-0198,Mangueira inferior do radiador,Arrefecimento,Tietê,,"96,19",sim,PJ-0178;AN-0210
VG-0196,Ventoinha do radiador,Arrefecimento,Vergueiro,,"212,85",sim,TT-0200;JG-0197
JG-0196,Ventoinha do radiador,Arrefecimento,Jaraguá,,"196,16",sim,JG-0197
VG-0197,Ventoinha do radiador,Arrefecimento,Vergueiro,,"330,53",sim,PJ-0185
AN-0213,Ventoinha do radiador,Arrefecimento,Anhembi,,"289,89",sim,JG-0203;TT-0201
TT-0199,Ventoinha do radiador,Arrefecimento,Tietê,,"313,37",sim,JG-0202
TT-0200,Ventoinha do radiador,Arrefecimento,Tietê,,"319,03",sim,PJ-0180
JG-0197,Ventoinha do radiador,Arrefecimento,Jaraguá,,"140,89",sim,AN-0213;TT-0202
PJ-0180,Ventoinha do radiador,Arrefecimento,Pirajuçara,,"289,47",sim,TT-0203;VG-0199
VG-0198,Ventoinha do radiador,Arrefecimento,Vergueiro,,"145,27",sim,VG-0196;PJ-0184
IB-0203,Ventoinha do radiador,Arrefecimento,Ibirapuera,,"158,08",sim,AN-0213
PJ-0181,Ventoinha do radiador,Arrefecimento,Pirajuçara,,"112,80",sim,JG-0201;PJ-0183
JG-0198,Ventoinha do radiador,Arrefecimento,Jaraguá,,"63,03",sim,JG-0200;AN-0213
JG-0199,Ventoinha do radiador,Arrefecimento,Jaraguá,,"295,98",sim,IB-0203
PJ-0182,Ventoinha do radiador,Arrefecimento,Pirajuçara,,"114,14",sim,VG-0199;TT-0202
PJ-0183,Ventoinha do radiador,Arrefecimento,Pirajuçara,,"187,76",sim,PJ-0184
VG-0199,Ventoinha do radiador,Arrefecimento,Vergueiro,,"90,73",não,TT-0199;JG-0197
JG-0200,Ventoinha do radiador,Arrefecimento,Jaraguá,,"248,17",sim,TT-0201
IB-0204,Ventoinha do radiador,Arrefecimento,Ibirapuera,,"96,67",sim,VG-0199;PJ-0182
PJ-0184,Ventoinha do radiador,Arrefecimento,Pirajuçara,,"297,92",sim,JG-0203
JG-0201,Ventoinha do radiador,Arrefecimento,Jaraguá,,"250,20",sim,VG-0199
PJ-0185,Ventoinha do radiador,Arrefecimento,Pirajuçara,,"158,11",sim,IB-0204
JG-0202,Ventoinha do radiador,Arrefecimento,Jaraguá,,"261,69",sim,AN-0214;TT-0200
TT-0201,Ventoinha do radiador,Arrefecimento,Tietê,,"94,28",sim,TT-0203;JG-0197
TT-0202,Ventoinha do radiador,Arrefecimento,Tietê,,"235,66",sim,VG-0198;JG-0200
TT-0203,Ventoinha do radiador,Arrefecimento,Tietê,,"124,39",sim,TT-0201;PJ-0185
JG-0203,Ventoinha do radiador,Arrefecimento,Jaraguá,,"216,68",sim,TT-0200;IB-0203
AN-0214,Ventoinha do radiador,Arrefecimento,Anhembi,,"251,83",não,JG-0201
AN-0215,Ventoinha do radiador,Arrefecimento,Anhembi,,"206,23",não,TT-0202
VG-0200,Reservatório de água,Arrefecimento,Vergueiro,,"313,48",sim,IB-0205;AN-0217
PJ-0186,Reservatório de água,Arrefecimento,Pirajuçara,,"76,45",não,PJ-0191
VG-0201,Reservatório de água,Arrefecimento,Vergueiro,,"306,88",sim,JG-0204
IB-0205,Reservatório de água,Arrefecimento,Ibirapuera,,"320,20",sim,AN-0216
IB-0206,Reservatório de água,Arrefecimento,Ibirapuera,,"190,44",sim,PJ-0188
PJ-0187,Reservatório de água,Arrefecimento,Pirajuçara,,"206,36",não,PJ-0190
PJ-0188,Reservatório de água,Arrefecimento,Pirajuçara,,"244,34",sim,IB-0205;VG-0200
AN-0216,Reservatório de água,Arrefecimento,Anhembi,,"103,73",sim,VG-0207;VG-0204
JG-0204,Reservatório de água,Arrefecimento,Jaraguá,,"247,04",sim,PJ-0191
VG-0202,Reservatório de água,Arrefecimento,Vergueiro,,"171,10",sim,PJ-0191
AN-0217,Reservatório de água,Arrefecimento,Anhembi,,"184,36",sim,VG-0202
TT-0204,Reservatório de água,Arrefecimento,Tietê,,"223,82",sim,PJ-0189
JG-0205,Reservatório de água,Arrefecimento,Jaraguá,,"297,09",sim,JG-0207
JG-0206,Reservatório de água,Arrefecimento,Jaraguá,,"66,65",sim,PJ-0191
VG-0203,Reservatório de água,Arrefecimento,Vergueiro,,"233,43",sim,JG-0205;VG-0204
AN-0218,Reservatório de água,Arrefecimento,Anhembi,,"302,90",sim,IB-0207
VG-0204,Reservatório de água,Arrefecimento,Vergueiro,,"209,16",sim,JG-0208;PJ-0188
PJ-0189,Reservatório de água,Arrefecimento,Pirajuçara,,"329,17",sim,PJ-0191
AN-0219,Reservatório de água,Arrefecimento,Anhembi,,"329,27",sim,VG-0204;VG-0207
JG-0207,Reservatório de água,Arrefecimento,Jaraguá,,"66,62",sim,AN-0217;VG-0202
VG-0205,Reservatório de água,Arrefecimento,Vergueiro,,"287,21",sim,IB-0205
VG-0206,Reservatório de água,Arrefecimento,Vergueiro,,"256,43",sim,PJ-0188;JG-0207
JG-0208,Reservatório de água,Arrefecimento,Jaraguá,,"142,92",sim,PJ-0190
PJ-0190,Reservatório de água,Arrefecimento,Pirajuçara,,"127,83",sim,IB-0206;AN-0219
VG-0207,Reservatório de água,Arrefecimento,Vergueiro,,"252,21",sim,PJ-0191;JG-0207
PJ-0191,Reservatório de água,Arrefecimento,Pirajuçara,,"280,28",sim,JG-0208;PJ-0187
TT-0205,Reservatório de água,Arrefecimento,Tietê,,"258,39",sim,PJ-0186
IB-0207,Reservatório de água,Arrefecimento,Ibirapuera,,"224,71",sim,IB-0206
VG-0208,"Amortecedor dianteiro (avulsa, sem compatibilidade cadastrada)",Suspensão,Vergueiro,,"121,61",sim,
AN-0220,"Pastilha de freio dianteira (avulsa, sem compatibilidade cadastrada)",Freio,Anhembi,,"241,30",sim,
TT-0206,"Kit de embreagem completo (avulsa, sem compatibilidade cadastrada)",Embreagem,Tietê,,"665,46",sim,
AN-0221,"Homocinética dianteira (avulsa, sem compatibilidade cadastrada)",Transmissão,Anhembi,,"448,45",sim,
AN-0222,"Correia dentada (avulsa, sem compatibilidade cadastrada)",Motor,Anhembi,,"70,29",sim,
AN-0223,"Alternador (avulsa, sem compatibilidade cadastrada)",Elétrica,Anhembi,,"120,41",sim,
TT-0207,"Filtro de óleo (avulsa, sem compatibilidade cadastrada)",Filtros,Tietê,,"33,29",sim,
PJ-0192,"Radiador de água (avulsa, sem compatibilidade cadastrada)",Arrefecimento,Pirajuçara,,"307,70",sim,
